  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:550:in `block in d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `each_index'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:552:in `block in d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `each_index'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:552:in `block in d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `each_index'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:552:in `block in d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `each_index'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:552:in `block in d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `each_index'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:552:in `block in d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `each_index'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:547:in `d_o_s'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:538:in `descendant_or_self'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:346:in `expr'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:139:in `match'
	from /usr/lib/ruby/1.9.1/rexml/xpath_parser.rb:70:in `parse'
	from /usr/lib/ruby/1.9.1/rexml/xpath.rb:67:in `each'
	from /usr/lib/ruby/1.9.1/rexml/element.rb:905:in `each'
	from /home/james/Code/tapiola/lib/tapiola/Metadata/metamb.rb:135:in `getFromXML'
	from /home/james/Code/tapiola/lib/tapiola/Metadata/metamb.rb:124:in `block in getFromMbid'
	from /usr/lib/ruby/1.9.1/rexml/element.rb:905:in `block in each'
	from /usr/lib/ruby/1.9.1/rexml/xpath.rb:67:in `each'
	from /usr/lib/ruby/1.9.1/rexml/xpath.rb:67:in `each'
	from /usr/lib/ruby/1.9.1/rexml/element.rb:905:in `each'
	from /home/james/Code/tapiola/lib/tapiola/Metadata/metamb.rb:123:in `getFromMbid'
	from /home/james/Code/tapiola/lib/tapiola/Metadata/metamb.rb:87:in `block in initialize'
	from /usr/lib/ruby/1.9.1/rexml/element.rb:905:in `block in each'
	from /usr/lib/ruby/1.9.1/rexml/xpath.rb:67:in `each'
	from /usr/lib/ruby/1.9.1/rexml/xpath.rb:67:in `each'
	from /usr/lib/ruby/1.9.1/rexml/element.rb:905:in `each'
	from /home/james/Code/tapiola/lib/tapiola/Metadata/metamb.rb:84:in `initialize'
	from /home/james/Code/tapiola/lib/tapiola/Metadata/metamb.rb:59:in `new'
	from /home/james/Code/tapiola/lib/tapiola/Metadata/metamb.rb:59:in `block in getFromXML'
	from /usr/lib/ruby/1.9.1/rexml/element.rb:905:in `block in each'
	from /usr/lib/ruby/1.9.1/rexml/xpath.rb:67:in `each'
	from /usr/lib/ruby/1.9.1/rexml/xpath.rb:67:in `each'
	from /usr/lib/ruby/1.9.1/rexml/element.rb:905:in `each'
	from /home/james/Code/tapiola/lib/tapiola/Metadata/metamb.rb:56:in `getFromXML'
	from /home/james/Code/tapiola/lib/tapiola/Metadata/metamb.rb:33:in `block in getFromDiscID'
	from /usr/lib/ruby/1.9.1/rexml/element.rb:905:in `block in each'
	from /usr/lib/ruby/1.9.1/rexml/xpath.rb:67:in `each'
	from /usr/lib/ruby/1.9.1/rexml/xpath.rb:67:in `each'
	from /usr/lib/ruby/1.9.1/rexml/element.rb:905:in `each'
	from /home/james/Code/tapiola/lib/tapiola/Metadata/metamb.rb:28:in `getFromDiscID'
	from metascan.rb:144:in `block (2 levels) in <main>'
	from metascan.rb:141:in `each'
	from metascan.rb:141:in `block in <main>'
	from metascan.rb:131:in `each'
	from metascan.rb:131:in `<main>'
